,street,zipcode,bathrooms,bedrooms,description,latitude,sqft,longitude,price,url,yearBuilt,neighborhood
43,4041 10th Ave S,55407,1,3,"HOT Deal Alert: This property deal has a high potential return. Make sure you strike while it's HOT so you don't miss your chance at a high potential ROI. The potential return is based on the estimated resale value and estimated credit bid for the property, and doesn't consider any repair, legal or transaction costs due to the current condition of the property. This property is being offered at Public Auction on 01-06-2020. Visit Auction.com now to view additional photos, Property Inspection Report with title information, plat maps and interior inspection reports when available. Auction.com is the nation's leading real estate transaction platform focused exclusively on the sale of residential foreclosure and bank-owned properties. The majority of these properties are priced below market value. Don't miss this special opportunity to buy homes at wholesale prices! In addition to this property, 73 other properties are scheduled for sale at this same Foreclosure Sale. In our online auctions and live Foreclosure Sales, Auction.com currently has 81 properties scheduled for sale in Hennepin County and 458 throughout Minnesota. All properties and sale details can be found with a simple search at Auction.com. Create a free account today to find more properties like this one, save searches of properties that meet your investment criteria and have the properties you're looking for emailed directly to you when posted in an upcoming sale event. To view the complete details of this exact property, click the Auction.com link below or paste the Property ID 2767726 into the search bar at Auction.com.",44.92931,1313,-93.259621,280095,https://www.zillow.com/homedetails/4041-10th-Ave-S-Minneapolis-MN-55407/1791460_zpid/,1909,"Bancroft, Minneapolis"
44,613 Harrison St NE,55413,2,4,"Beautifully updated Victorian in the heart of Northeast! This home boasts tons of original character with modern improvements throughout. Welcoming front porch and courtyard, dramatic marble foyer and fresh paint throughout. The main floor offers formal living and dining rooms, main floor bedroom (currently being used as an office), full bath and spacious kitchen with tons of cabinets and counter space. Convenient main floor laundry/mudroom. Hardwood floors and soaring ceilings throughout. The upper level features a cozy family room with gas fireplace, 3 bedrooms and stunning new marble bath. Updated furnace, water heater and newly added central A/C. Private back courtyard complete with large patio, deck and hot tub. Oversize 2+car garage.  A true urban oasis!",44.995574,2111,-93.24695200000001,439000,https://www.zillow.com/homedetails/613-Harrison-St-NE-Minneapolis-MN-55413/1812734_zpid/,1896,"Beltrami, Minneapolis"
45,436 Buchanan St NE,55413,2,4,"Meticulously maintained home in highly sought after NE neighborhood, only 1.5 miles from downtown and within walking distance to great restaurants, breweries and coffee shops. Updates throughout including custom kitchen cabinetry, granite countertops, hardwood floors, new patio door, new carpeting, new air conditioner, insulated and heated garage, and so much more!",44.994403000000005,2450,-93.240143,385000,https://www.zillow.com/homedetails/436-Buchanan-St-NE-Minneapolis-MN-55413/1812836_zpid/,1985,"Beltrami, Minneapolis"
46,310 Pierce St NE,55413,2,3,"Please call 612-998-25 zerozero

5 minutes from University of Minnesota and Downtown Minneapolis 
New Roof 
New Furnace 
New water heater
2 car detached garage. 
Small full bathroom on main level 
Bigger full bathroom in basement",44.991837,1424,-93.241361,132000,https://www.zillow.com/homedetails/310-Pierce-St-NE-Minneapolis-MN-55413/1812859_zpid/,1900,"Beltrami, Minneapolis"
47,64 23rd Ave NE,55418,1,3,"3 bedroom, 1 bath, 1-1/2 story home on a large corner lot. Detached 2-car garage. Nice neighborhood. Photos to follow.",45.010939,1128,-93.26925899999999,262536,https://www.zillow.com/homedetails/64-23rd-Ave-NE-Minneapolis-MN-55418/1784525_zpid/,1954,"Bottineau, Minneapolis"
48,1815 3rd St NE,55418,2,3,"Immaculate townhouse located in the Northeast arts district. Tucked onto a quiet street, yet walkable to so much of the area???s highlights. Easily walk or bike to parks, trails, restaurants, breweries, and more! Filled with natural light, the open main level has hardwood floors andan updated kitchen, ideal for entertaining. The upper level has 3 bedrooms, a full bath, and laundry.New carpet and water heater in 2018. Updated paint in many rooms. Large storage room in back of garage. Rare to find attached two car garage! Just move in and enjoy. 2020-09-06",45.006896000000005,1353,-93.264341,297000,https://www.zillow.com/homedetails/1815-3rd-St-NE-Minneapolis-MN-55418/64507771_zpid/,2003,"Bottineau, Minneapolis"
49,4015 5th Ave S,55409,1,3,"Comfortable floor plan with continuous hardwood floors, fireplace and original woodwork. The updated kitchen leads to a useful backyard with a newly finished deck, garage and additional parking. Upstairs bedroom / loft has a wide-open floor plan. Basement is spacious and unfinished. Numerous improvements have been made to this lovely home over the past 5 years.",44.930037,1171,-93.26849,224900,https://www.zillow.com/homedetails/4015-5th-Ave-S-Minneapolis-MN-55409/1781281_zpid/,1927,"Bryant, Minneapolis"
50,4049 5th Ave S,55409,2,3,"Updated duplex with great cash flow. New roof, new paint, new flooring, hardwood floors, updated bathroom, freshly trimmed trees, newer furnaces and hot water heaters. 2nd floor unit intentionally left vacant after updates to allow for owner occupancy. Previous long term tenant paid $1500/month plus utilities-left vacant intentionally to allow for owner occupancy. First floor tenant pays $1350/month plus utilities, tenants responsible for snow and lawn care.",44.928998,2042,-93.26849200000001,329900,https://www.zillow.com/homedetails/4049-5th-Ave-S-Minneapolis-MN-55409/1781273_zpid/,1912,"Bryant, Minneapolis"
51,3821 4th Ave S,55409,3,5,"Beautiful, remolded, and updated home! This is truly a one of kind home, in the heart of Minneapolis. Close to downtown, near public transportation & more.",44.93346,1977,-93.269764,390000,https://www.zillow.com/homedetails/3821-4th-Ave-S-Minneapolis-MN-55409/1780959_zpid/,1907,"Bryant, Minneapolis"
52,3929 Clinton Ave,55409,2,4,"Up/down duplex in fantastic location!!  This amazing investment opportunity has tons of natural light. The first floor unit is completely renovated floor to ceiling featuring 3 bedrooms, 1 bath and 3 season porch. Beautiful kitchen/dinette area includes a gas range, soft close doors and drawers. The upper level unit features cathedral ceilings, 2 beds, 1 bath full with hardwood, gas range.  There is new sink/plumbing in basement, a shared washer/dryer with access from both units. The backyard offers firepit. 2 stall garage (1 single stall for each unit) with large additional storage. Near MLK Jr Park, dream location for bicyclists",44.931436,2121,-93.271063,425000,https://www.zillow.com/homedetails/3929-Clinton-Ave-Minneapolis-MN-55409/1780913_zpid/,1900,"Bryant, Minneapolis"
53,4151 2nd Ave S,55409,2,4,"Great S. Minneapolis Craftsman home. Classic floor plan with spacious rooms, natural woodwork, hardwood floors, formal dining room with built-in buffet. 4 bed 2 bath and freshly painted. Upstairs boasts large master suite and a third bedroom or excellent office. Light and lovely 3 season porch in the front of the home and upstairs 2nd story porch allows for additional outdoor space. 21/22 will be Barton School District.",44.927176,1182,-93.273669,249900,https://www.zillow.com/homedetails/4151-2nd-Ave-S-Minneapolis-MN-55409/1781246_zpid/,1915,"Bryant, Minneapolis"
54,733 E 41st St,55407,1,2,"A real South Minneapolis treat! First time available in over 35 years! First experience the large inviting three season porch. Upon entering, you'll experience the way the home is flooded with beautiful natural light. Hardwood flooring in the large LR flows to DR & kitchen. Main floor has wonderful flow & great Feng shui! Staircase leads to the upper level with two big BRS bathed in natural light w/ newer ultra-convenient tilt in cleaning windows. Claw foot tub in bath. Large clean full basement has laundry area, workbench & plenty of storage.  Solid construction, typical of its era, in move-in condition. Low maintenance for the person too busy to spend days doing repairs. Off street parking area could be expanded or used as additional garden space. Wonderful location for commuting by bicycle or bus! Beautiful part of Minneapolis where community & neighborhood pride are strong. If renting, a possible opportunity to lower your expense, build equity, & gain a freer lifestyle.",44.928598,922,-93.26304499999999,214900,https://www.zillow.com/homedetails/733-E-41st-St-Minneapolis-MN-55407/1791192_zpid/,1913,"Bryant, Minneapolis"
55,4004 5th Ave S,55409,1,3,"This 897 square foot single family home has 3 bedrooms and 1.0 bathrooms. It is located at 4004 5th Ave S Minneapolis, Minnesota.",44.930263000000004,897,-93.269212,251307,https://www.zillow.com/homedetails/4004-5th-Ave-S-Minneapolis-MN-55409/1781286_zpid/,1954,"Bryant, Minneapolis"
56,4120 Oakland Ave,55407,3,3,"This 1176 square foot single family home has 3 bedrooms and 3.0 bathrooms. It is located at 4120 Oakland Ave Minneapolis, Minnesota.",44.928017,1176,-93.266628,319599,https://www.zillow.com/homedetails/4120-Oakland-Ave-Minneapolis-MN-55407/1791236_zpid/,1952,"Bryant, Minneapolis"
57,3928 Oakland Ave,55407,2,4,"This 1575 square foot single family home has 4 bedrooms and 2.0 bathrooms. It is located at 3928 Oakland Ave Minneapolis, Minnesota.",44.931411,1575,-93.266623,225000,https://www.zillow.com/homedetails/3928-Oakland-Ave-Minneapolis-MN-55407/1791096_zpid/,1911,"Bryant, Minneapolis"
58,3853 Park Ave,55407,3,3,"This 2052 square foot single family home has 3 bedrooms and 3.0 bathrooms. It is located at 3853 Park Ave Minneapolis, Minnesota.",44.9326,2052,-93.264597,392680,https://www.zillow.com/homedetails/3853-Park-Ave-Minneapolis-MN-55407/1791171_zpid/,1926,"Bryant, Minneapolis"
59,3800 Columbus Ave,55407,1,2,"HOT Deal Alert: This property deal has a high potential return. Make sure you strike while it's HOT so you don't miss your chance at a high potential ROI. The potential return is based on the estimated resale value and estimated credit bid for the property, and doesn't consider any repair, legal or transaction costs due to the current condition of the property. This property is being offered at Public Auction on 01-15-2020. Visit Auction.com now to view additional photos, Property Inspection Report with title information, plat maps and interior inspection reports when available. Auction.com is the nation's leading real estate transaction platform focused exclusively on the sale of residential foreclosure and bank-owned properties. The majority of these properties are priced below market value. Don't miss this special opportunity to buy homes at wholesale prices! In addition to this property, 39 other properties are scheduled for sale at this same Foreclosure Sale. In our online auctions and live Foreclosure Sales, Auction.com currently has 76 properties scheduled for sale in Hennepin County and 431 throughout Minnesota. All properties and sale details can be found with a simple search at Auction.com. Create a free account today to find more properties like this one, save searches of properties that meet your investment criteria and have the properties you're looking for emailed directly to you when posted in an upcoming sale event. To view the complete details of this exact property, click the Auction.com link below or paste the Property ID 2298164 into the search bar at Auction.com.",44.933987,1374,-93.264095,318240,https://www.zillow.com/homedetails/3800-Columbus-Ave-Minneapolis-MN-55407/1791151_zpid/,1915,"Bryant, Minneapolis"
60,3819 5th Ave S,55409,3,4,"This home is a Real Estate Owned (REO)/Post Foreclosure. Once a lender has foreclosed on a property it is soon put up for public auction. If bids fall short of the asking price the bank will buy back the home and attempt to sell it on the open market. However, lenders are not real estate agents, meaning that they will often accept offers 30 to 60 percent less than market value!",44.933452,1943,-93.268485,387587,https://www.zillow.com/homedetails/3819-5th-Ave-S-Minneapolis-MN-55409/1780979_zpid/,1913,"Bryant, Minneapolis"
